id,catalog,messier,caldwell,ngc_ic,name,all_ids,type,mag,constellation,size_arcmin,ra_deg,dec_deg,season
IC3649,IC,,,IC 3649,,IC 3649,G,16.93,Coma Berenices,0.30,190.20704,21.10475,Spring
IC3650,IC,,,IC 3650,,IC 3650,**,,Coma Berenices,,190.20212,26.47272,Spring
IC3651,IC,,,IC 3651,,IC 3651,G,14.51,Coma Berenices,1.05,190.22046,26.72814,Spring
IC3652,IC,,,IC 3652,,IC 3652,G,14.31,Virgo,0.99,190.24400,11.18450,Spring
IC3653,IC,,,IC 3653,,IC 3653,G,13.71,Virgo,0.62,190.31554,11.38725,Spring
IC3654,IC,,,IC 3654,,IC 3654,G,16.99,Coma Berenices,0.39,190.30208,22.58944,Spring
IC3655,IC,,,IC 3655,,IC 3655,G,16.75,Coma Berenices,0.30,190.31025,20.66619,Spring
IC3656,IC,,,IC 3656,,IC 3656,G,16.88,Coma Berenices,0.41,190.30804,22.59497,Spring
IC3657,IC,,,IC 3657,,IC 3657,G,17.82,Coma Berenices,0.23,190.32925,21.67250,Spring
IC3658,IC,,,IC 3658,,IC 3658,G,15.23,Coma Berenices,1.34,190.33596,14.70056,Spring
IC3659,IC,,,IC 3659,,IC 3659,G,16.09,Coma Berenices,0.47,190.36508,22.93081,Spring
IC3660,IC,,,IC 3660,,IC 3660,*,,Coma Berenices,,190.40350,21.09336,Spring
IC3661,IC,,,IC 3661,,IC 3661,G,17.25,Coma Berenices,0.55,190.39888,22.49486,Spring
IC3662,IC,,,IC 3662,,IC 3662,G,15.05,Coma Berenices,0.63,190.40113,23.42517,Spring
IC3663,IC,,,IC 3663,,IC 3663,G,15.47,Virgo,0.95,190.41421,12.24739,Spring
IC3664,IC,,,IC 3664,,IC 3664,*,,Coma Berenices,,190.42312,19.94414,Spring
IC3665,IC,,,IC 3665,,IC 3665,G,15.09,Virgo,0.82,190.44458,11.48825,Spring
IC3666,IC,,,IC 3666,,IC 3666,*,,Virgo,,190.47237,7.84503,Spring
IC3668,IC,,,IC 3668,,IC 3668,Other,13.13,Canes Venatici,0.79,190.38704,41.12417,Winter
IC3669,IC,,,IC 3669,,IC 3669,Other,19.07,Canes Venatici,0.02,190.39963,41.13658,Winter
IC3670,IC,,,IC 3670,,IC 3670,G,15.86,Virgo,0.37,190.47925,11.77417,Spring
IC3671,IC,,,IC 3671,,IC 3671,G,15.39,Coma Berenices,0.58,190.46408,23.51067,Spring
IC3673,IC,,,IC 3673,,IC 3673,*,,Coma Berenices,,190.51800,21.13833,Spring
IC3674,IC,,,IC 3674,,IC 3674,**,,Coma Berenices,,190.52133,22.51078,Spring
IC3676,IC,,,IC 3676,,IC 3676,*,,Coma Berenices,,190.55117,13.55983,Spring
IC3677,IC,,,IC 3677,,IC 3677,G,16.78,Coma Berenices,0.36,190.54933,20.88486,Spring
IC3678,IC,,,IC 3678,,IC 3678,G,16.86,Coma Berenices,0.32,190.55242,20.88047,Spring
IC3679,IC,,,IC 3679,,IC 3679,**,,Coma Berenices,,190.54679,22.81828,Spring
IC3680,IC,,,IC 3680,,IC 3680,*,,Canes Venatici,,190.50379,39.10425,Spring
IC3681,IC,,,IC 3681,,IC 3681,*,,Canes Venatici,,190.50729,39.08342,Spring
IC3682,IC,,,IC 3682,,IC 3682,*,,Coma Berenices,,190.58117,20.86444,Spring
IC3683,IC,,,IC 3683,,IC 3683,G,16.54,Coma Berenices,0.36,190.58600,20.87131,Spring
IC3684,IC,,,IC 3684,,IC 3684,G,15.99,Virgo,0.91,190.61046,11.74031,Spring
IC3685,IC,,,IC 3685,,IC 3685,*,,Virgo,,190.63433,6.87092,Spring
IC3686,IC,,,IC 3686,,IC 3686,G,15.1,Virgo,0.84,190.65000,10.56531,Spring
IC3687,IC,,,IC 3687,,IC 3687,G,13.35,Canes Venatici,3.34,190.56292,38.50333,Spring
IC3689,IC,,,IC 3689,,IC 3689,G,16.26,Coma Berenices,0.62,190.65400,20.85050,Spring
IC3690,IC,,,IC 3690,,IC 3690,G,15.03,Virgo,0.86,190.70496,10.35747,Spring
IC3691,IC,,,IC 3691,,IC 3691,G,16.47,Coma Berenices,0.38,190.70637,22.77222,Spring
IC3692,IC,,,IC 3692,,IC 3692,G,14.73,Coma Berenices,0.82,190.72500,20.98975,Spring
IC3693,IC,,,IC 3693,,IC 3693,G,15.67,Virgo,0.66,190.74175,10.68181,Spring
IC3694,IC,,,IC 3694,,IC 3694,G,14.92,Virgo,0.53,190.78033,11.21200,Spring
IC3695,IC,,,IC 3695,,IC 3695,*,,Coma Berenices,,190.77833,22.74194,Spring
IC3696,IC,,,IC 3696,,IC 3696,G,17.59,Coma Berenices,0.39,190.79017,19.92803,Spring
IC3697,IC,,,IC 3697,,IC 3697,G,15.88,Canes Venatici,0.77,190.74521,39.84567,Spring
IC3698,IC,,,IC 3698,,IC 3698,G,15,Virgo,0.49,190.82208,11.21153,Spring
IC3699,IC,,,IC 3699,,IC 3699,**,,Coma Berenices,,190.82137,19.00019,Spring
IC3700,IC,,,IC 3700,,IC 3700,*,,Coma Berenices,,190.83333,19.26594,Spring
IC3701,IC,,,IC 3701,,IC 3701,G,16.59,Virgo,0.45,190.87879,11.04714,Spring
IC3702,IC,,,IC 3702,,IC 3702,G,15.04,Virgo,0.49,190.86821,10.87386,Spring
IC3703,IC,,,IC 3703,,IC 3703,*,,Canes Venatici,,190.84167,37.97453,Spring
IC3704,IC,,,IC 3704,,IC 3704,G,14.72,Virgo,1.28,190.94004,10.77008,Spring
IC3705,IC,,,IC 3705,,IC 3705,GPair,,Coma Berenices,0.70,190.92296,19.32528,Spring
IC3705 NED01,IC,,,IC3705 NED01,,IC3705 NED01,G,17.33,Coma Berenices,0.37,190.92300,19.32703,Spring
IC3705 NED02,IC,,,IC3705 NED02,,IC3705 NED02,G,17.62,Coma Berenices,0.38,190.92300,19.32314,Spring
IC3706,IC,,,IC 3706,,IC 3706,**,,Virgo,,190.94996,9.23114,Spring
IC3707,IC,,,IC 3707,,IC 3707,*,,Canes Venatici,,190.86950,37.98269,Spring
IC3708,IC,,,IC 3708,,IC 3708,Other,,Virgo,,190.96896,13.13753,Spring
IC3709,IC,,,IC 3709,,IC 3709,G,14.96,Virgo,0.67,191.01679,9.06333,Spring
IC3710,IC,,,IC 3710,,IC 3710,G,15.74,Virgo,1.17,191.03937,12.11653,Spring
IC3711,IC,,,IC 3711,,IC 3711,G,15.65,Virgo,0.81,191.03904,11.17661,Spring
IC3712,IC,,,IC 3712,,IC 3712,Other,,Virgo,,191.06938,10.37456,Spring
IC3713,IC,,,IC 3713,,IC 3713,G,15.07,Canes Venatici,0.70,191.01321,41.16892,Spring
IC3714,IC,,,IC 3714,,IC 3714,G,15.22,Virgo,0.71,191.09617,10.18883,Spring
IC3715,IC,,,IC 3715,,IC 3715,G,16.54,Coma Berenices,0.56,191.08921,20.02433,Spring
IC3716,IC,,,IC 3716,,IC 3716,Other,,Virgo,,191.18808,8.10217,Spring
IC3717,IC,,,IC 3717,,IC 3717,G,15.97,Canes Venatici,0.80,191.09567,39.52231,Spring
IC3718,IC,,,IC 3718,,IC 3718,G,13.96,Virgo,2.24,191.19158,12.35144,Spring
IC3719,IC,,,IC 3719,,IC 3719,G,16.03,Virgo,0.49,191.19792,8.10692,Spring
IC3720,IC,,,IC 3720,,IC 3720,G,14.98,Virgo,2.34,191.19783,12.06431,Spring
IC3721,IC,,,IC 3721,,"IC 3721,IC 3725",G,13.73,Coma Berenices,0.96,191.22133,18.75525,Spring
IC3722,IC,,,IC 3722,,IC 3722,Other,,Virgo,,191.21121,11.77858,Spring
IC3723,IC,,,IC 3723,,IC 3723,G,15.68,Canes Venatici,0.33,191.12729,40.73689,Spring
IC3724,IC,,,IC 3724,,IC 3724,G,15.27,Virgo,0.63,191.22400,10.28236,Spring
IC3726,IC,,,IC 3726,,IC 3726,G,15.39,Canes Venatici,1.33,191.17746,40.67900,Spring
IC3727,IC,,,IC 3727,,IC 3727,G,14.71,Virgo,1.23,191.27358,10.90089,Spring
IC3728,IC,,,IC 3728,,IC 3728,G,16.61,Coma Berenices,0.37,191.26304,20.97408,Spring
IC3729,IC,,,IC 3729,,IC 3729,G,16.32,Canes Venatici,0.34,191.22133,39.35119,Spring
IC3730,IC,,,IC 3730,,IC 3730,G,14.57,Coma Berenices,0.55,191.27733,21.16958,Spring
IC3731,IC,,,IC 3731,,IC 3731,G,16.05,Virgo,0.55,191.27192,12.44636,Spring
IC3732,IC,,,IC 3732,,IC 3732,G,16.35,Virgo,0.49,191.29983,10.32444,Spring
IC3733,IC,,,IC 3733,,IC 3733,*,,Virgo,,191.31967,6.95689,Spring
IC3734,IC,,,IC 3734,,IC 3734,G,17.74,Coma Berenices,0.41,191.28867,23.03906,Spring
IC3735,IC,,,IC 3735,,IC 3735,G,13.94,Coma Berenices,1.18,191.33508,13.69267,Spring
IC3736,IC,,,IC 3736,,IC 3736,G,15.77,Coma Berenices,0.48,191.32900,21.53575,Spring
IC3737,IC,,,IC 3737,,IC 3737,**,,Coma Berenices,,191.33279,21.95817,Spring
IC3738,IC,,,IC 3738,,IC 3738,G,19.08,Coma Berenices,0.25,191.35725,19.23086,Spring
IC3739,IC,,,IC 3739,,IC 3739,Other,,Virgo,,191.38446,12.99736,Spring
IC3740,IC,,,IC 3740,,IC 3740,G,15.57,Coma Berenices,0.64,191.37758,20.81594,Spring
IC3741,IC,,,IC 3741,,IC 3741,**,,Coma Berenices,,191.38867,19.20414,Spring
IC3742,IC,,,IC 3742,,IC 3742,G,14.13,Coma Berenices,1.02,191.38342,13.33258,Spring
IC3743,IC,,,IC 3743,,IC 3743,Other,,Virgo,,191.42208,11.10211,Spring
IC3744,IC,,,IC 3744,,IC 3744,G,16.29,Coma Berenices,0.70,191.42283,19.50033,Spring
IC3745,IC,,,IC 3745,,IC 3745,G,14.93,Coma Berenices,1.04,191.43692,19.17725,Spring
IC3746,IC,,,IC 3746,,IC 3746,G,16.1,Canes Venatici,0.54,191.38296,37.82356,Spring
IC3747,IC,,,IC 3747,,IC 3747,*,,Canes Venatici,,191.39342,37.96853,Spring
IC3748,IC,,,IC 3748,,IC 3748,*,,Coma Berenices,,191.46217,19.43033,Spring
IC3749,IC,,,IC 3749,,IC 3749,*,,Coma Berenices,,191.46408,19.53558,Spring
IC3750,IC,,,IC 3750,,IC 3750,*,,Coma Berenices,,191.48775,19.10386,Spring
IC3751,IC,,,IC 3751,,IC 3751,G,16.6,Canes Venatici,0.20,191.43792,37.82306,Spring
IC3752,IC,,,IC 3752,,IC 3752,**,,Coma Berenices,,191.51704,19.01144,Spring
IC3753,IC,,,IC 3753,,IC 3753,*,,Coma Berenices,,191.51825,19.12117,Spring
IC3754,IC,,,IC 3754,,IC 3754,G,14.54,Virgo,1.32,191.56475,8.34844,Spring
IC3755,IC,,,IC 3755,,IC 3755,**,,Coma Berenices,,191.53921,19.15725,Spring
IC3756,IC,,,IC 3756,,IC 3756,G,16.86,Virgo,0.38,191.54208,11.91461,Spring
IC3757,IC,,,IC 3757,,IC 3757,Other,,Canes Venatici,,191.49908,38.51531,Spring
IC3758,IC,,,IC 3758,,IC 3758,G,15.17,Canes Venatici,0.58,191.49863,40.77486,Spring
IC3759,IC,,,IC 3759,,IC 3759,G,16.31,Coma Berenices,0.62,191.57404,20.78300,Spring
IC3760,IC,,,IC 3760,,IC 3760,G,16.52,Virgo,0.43,191.57608,11.87358,Spring
IC3761,IC,,,IC 3761,,IC 3761,G,17.43,Coma Berenices,0.32,191.61388,20.28914,Spring
IC3762,IC,,,IC 3762,,IC 3762,G,17.8,Coma Berenices,0.38,191.65667,22.24636,Spring
IC3763,IC,,,IC 3763,,IC 3763,G,16.66,Coma Berenices,0.40,191.69179,21.98511,Spring
IC3765,IC,,,IC 3765,,IC 3765,**,,Canes Venatici,,191.64646,38.57389,Spring
IC3766,IC,,,IC 3766,,IC 3766,G,16.99,Coma Berenices,0.41,191.72300,19.11058,Spring
IC3767,IC,,,IC 3767,,IC 3767,G,16.07,Virgo,1.07,191.73117,10.18242,Spring
IC3768,IC,,,IC 3768,,IC 3768,*,,Canes Venatici,,191.66963,40.59767,Spring
IC3769,IC,,,IC 3769,,IC 3769,*,,Canes Venatici,,191.70029,40.47019,Spring
IC3770,IC,,,IC 3770,,IC 3770,*,,Virgo,,191.81542,9.19911,Spring
IC3771,IC,,,IC 3771,,IC 3771,G,16.77,Canes Venatici,0.33,191.71954,39.17306,Spring
IC3772,IC,,,IC 3772,,IC 3772,G,15.59,Canes Venatici,0.83,191.73371,36.53094,Spring
IC3773,IC,,,IC 3773,,IC 3773,G,14.06,Virgo,1.93,191.81375,10.20358,Spring
IC3774,IC,,,IC 3774,,IC 3774,G,15.71,Canes Venatici,0.97,191.75454,36.28831,Spring
IC3775,IC,,,IC 3775,,IC 3775,G,16.2,Virgo,0.81,191.81708,11.76022,Spring
IC3776,IC,,,IC 3776,,IC 3776,G,16.5,Coma Berenices,0.50,191.80088,22.48461,Spring
IC3777,IC,,,IC 3777,,IC 3777,*,,Virgo,,191.85562,9.14347,Spring
IC3778,IC,,,IC 3778,,IC 3778,G,15.25,Canes Venatici,0.55,191.75821,40.59642,Spring
IC3779,IC,,,IC 3779,,IC 3779,G,14.82,Virgo,0.90,191.83600,12.16642,Spring
IC3780,IC,,,IC 3780,,IC 3780,*,,Canes Venatici,,191.78367,40.23603,Spring
IC3781,IC,,,IC 3781,,IC 3781,**,,Coma Berenices,,191.85237,22.56978,Spring
IC3782,IC,,,IC 3782,,IC 3782,*,,Canes Venatici,,191.81529,40.36775,Spring
IC3783,IC,,,IC 3783,,IC 3783,G,15.47,Canes Venatici,0.66,191.86600,40.56658,Spring
IC3784,IC,,,IC 3784,,IC 3784,G,16.77,Coma Berenices,0.56,191.96125,19.38406,Spring
IC3785,IC,,,IC 3785,,IC 3785,G,17.46,Coma Berenices,0.18,191.96738,19.27522,Spring
IC3786,IC,,,IC 3786,,IC 3786,G,16.67,Canes Venatici,0.34,191.90375,39.04603,Spring
IC3787,IC,,,IC 3787,,IC 3787,**,,Canes Venatici,,191.92437,40.62378,Spring
IC3788,IC,,,IC 3788,,IC 3788,G,15.95,Coma Berenices,0.66,192.03025,18.86886,Spring
IC3789,IC,,,IC 3789,,IC 3789,G,16.1,Coma Berenices,0.48,192.02958,20.19403,Spring
IC3790,IC,,,IC 3790,,IC 3790,*,,Virgo,,192.06104,11.10758,Spring
IC3792,IC,,,IC 3792,,IC 3792,**,,Virgo,,192.05900,11.08633,Spring
IC3793,IC,,,IC 3793,,IC 3793,G,17.35,Coma Berenices,0.43,192.04954,19.15169,Spring
IC3794,IC,,,IC 3794,,IC 3794,*,,Coma Berenices,,192.08963,19.17031,Spring
IC3795,IC,,,IC 3795,,IC 3795,G,15.58,Canes Venatici,0.90,192.02129,40.71964,Spring
IC3796,IC,,,IC 3796,,IC 3796,*,,Coma Berenices,,192.11250,20.03769,Spring
IC3797,IC,,,IC 3797,,IC 3797,Other,,Virgo,,192.14546,11.59781,Spring
IC3798,IC,,,IC 3798,,IC 3798,*,,Virgo,,192.17883,9.24103,Spring
IC3799,IC,,,IC 3799,,IC 3799,G,14.5,Corvus,2.77,192.24850,-14.39922,Spring
IC3800,IC,,,IC 3800,,IC 3800,GPair,,Canes Venatici,0.60,192.11013,36.57586,Spring
IC3800 NED01,IC,,,IC3800 NED01,,IC3800 NED01,G,18.31,Canes Venatici,0.32,192.11008,36.57586,Spring
IC3800 NED02,IC,,,IC3800 NED02,,IC3800 NED02,G,16.55,Canes Venatici,0.54,192.11354,36.57536,Spring
IC3801,IC,,,IC 3801,,IC 3801,Other,,Virgo,,192.25271,10.95597,Spring
IC3802,IC,,,IC 3802,,IC 3802,*,,Canes Venatici,,192.17754,38.24644,Spring
IC3803,IC,,,IC 3803,,IC 3803,*,,Virgo,,192.26833,10.63181,Spring
IC3805,IC,,,IC 3805,,IC 3805,**,,Canes Venatici,,192.17763,38.25306,Spring
IC3806,IC,,,IC 3806,,IC 3806,G,14.2,Coma Berenices,1.29,192.23067,14.90789,Spring
IC3807,IC,,,IC 3807,,IC 3807,Other,,Virgo,,192.37417,-4.40228,Spring
IC3808,IC,,,IC 3808,,IC 3808,G,17.19,Canes Venatici,0.95,192.24483,40.59592,Spring
IC3809,IC,,,IC 3809,,IC 3809,G,16.29,Canes Venatici,0.64,192.26879,36.48908,Spring
IC3810,IC,,,IC 3810,,IC 3810,*,,Canes Venatici,,192.26325,40.64664,Spring
IC3811,IC,,,IC 3811,,IC 3811,*,,Coma Berenices,,192.35654,21.46214,Spring
IC3812,IC,,,IC 3812,,IC 3812,G,14.85,Virgo,1.13,192.47417,-6.71744,Spring
IC3813,IC,,,IC 3813,,IC 3813,G,13.79,Hydra,1.32,192.50967,-25.92069,Winter
IC3814,IC,,,IC 3814,,IC 3814,G,16.52,Coma Berenices,0.59,192.38504,20.05047,Spring
IC3815,IC,,,IC 3815,,IC 3815,G,16.69,Coma Berenices,0.55,192.41054,19.27503,Spring
IC3816,IC,,,IC 3816,,IC 3816,G,15.66,Canes Venatici,0.81,192.36862,37.23028,Spring
IC3817,IC,,,IC 3817,,IC 3817,G,17.29,Coma Berenices,0.26,192.43112,22.83136,Spring
IC3818,IC,,,IC 3818,,IC 3818,G,16.92,Coma Berenices,0.41,192.44471,21.75222,Spring
IC3819,IC,,,IC 3819,,IC 3819,G,16.36,Corvus,0.56,192.56821,-14.38075,Spring
IC3820,IC,,,IC 3820,,IC 3820,G,16.99,Canes Venatici,0.46,192.41229,37.11717,Spring
IC3821,IC,,,IC 3821,,IC 3821,**,,Coma Berenices,,192.48979,20.96903,Spring
IC3822,IC,,,IC 3822,,IC 3822,G,15.34,Corvus,1.43,192.59471,-14.32186,Spring
IC3823,IC,,,IC 3823,,IC 3823,*,16.7,Canes Venatici,,192.43325,40.88344,Spring
IC3824,IC,,,IC 3824,,IC 3824,G,15.31,Corvus,1.13,192.62729,-14.42592,Spring
IC3825,IC,,,IC 3825,,IC 3825,G,15.77,Corvus,0.60,192.65438,-14.48281,Spring
IC3826,IC,,,IC 3826,,IC 3826,G,14.26,Virgo,1.84,192.66625,-9.03108,Spring
IC3827,IC,,,IC 3827,,"IC 3827,IC 3838",G,14.05,Corvus,1.13,192.71717,-14.49189,Spring
IC3828,IC,,,IC 3828,,IC 3828,G,16.06,Canes Venatici,0.68,192.58625,37.94894,Spring
IC3829,IC,,,IC 3829,,IC 3829,G,11.7,Hydra,3.41,193.05542,-29.84067,Winter
IC3830,IC,,,IC 3830,,IC 3830,*,,Coma Berenices,,192.71404,19.83669,Spring
IC3831,IC,,,IC 3831,,IC 3831,G,14.22,Corvus,1.50,192.82746,-14.57358,Spring
IC3832,IC,,,IC 3832,,IC 3832,G,16.17,Canes Venatici,0.46,192.70500,39.81047,Spring
IC3834,IC,,,IC 3834,,IC 3834,G,14.2,Corvus,0.95,192.88500,-14.22139,Spring
IC3835,IC,,,IC 3835,,IC 3835,G,16.17,Canes Venatici,0.50,192.73267,40.18675,Spring
IC3836,IC,,,IC 3836,,IC 3836,G,16.47,Canes Venatici,0.49,192.76550,40.18422,Spring
IC3837,IC,,,IC 3837,,IC 3837,G,17.02,Coma Berenices,0.56,192.88754,19.72306,Spring
IC3839,IC,,,IC 3839,,IC 3839,*,,Coma Berenices,,192.94275,20.42097,Spring
IC3840,IC,,,IC 3840,,IC 3840,G,16.02,Coma Berenices,0.78,192.94208,21.73519,Spring
IC3841,IC,,,IC 3841,,IC 3841,**,,Coma Berenices,,192.96042,22.34450,Spring
IC3842,IC,,,IC 3842,,IC 3842,G,16.09,Canes Venatici,0.34,192.89950,40.37136,Spring
IC3843,IC,,,IC 3843,,IC 3843,G,16.54,Canes Venatici,0.49,192.91329,39.00131,Spring
IC3844,IC,,,IC 3844,,IC 3844,G,16.34,Canes Venatici,0.39,193.02708,39.81825,Spring
IC3845,IC,,,IC 3845,,IC 3845,*,,Canes Venatici,,193.03608,38.61900,Spring
IC3846,IC,,,IC 3846,,IC 3846,Other,,Coma Berenices,,193.16342,13.64722,Spring
IC3847,IC,,,IC 3847,,IC 3847,G,17.31,Coma Berenices,0.30,193.14058,22.06472,Spring
IC3848,IC,,,IC 3848,,IC 3848,GPair,,Coma Berenices,0.60,193.16746,21.41611,Spring
IC3848 NED01,IC,,,IC3848 NED01,,IC3848 NED01,G,17.56,Coma Berenices,0.55,193.16667,21.41667,Spring
IC3848 NED02,IC,,,IC3848 NED02,,IC3848 NED02,G,16.57,Coma Berenices,0.67,193.16913,21.41464,Spring
IC3849,IC,,,IC 3849,,IC 3849,Other,,Canes Venatici,,193.15346,40.77222,Spring
IC3850,IC,,,IC 3850,,IC 3850,G,15.29,Canes Venatici,0.72,193.16467,40.10306,Spring
IC3851,IC,,,IC 3851,,IC 3851,*,,Coma Berenices,,193.26971,21.90917,Spring
IC3852,IC,,,IC 3852,,IC 3852,G,16,Canes Venatici,1.10,193.26375,35.77344,Spring
IC3853,IC,,,IC 3853,,IC 3853,G,17.29,Canes Venatici,0.36,193.29292,38.82928,Spring
IC3854,IC,,,IC 3854,,IC 3854,G,16.59,Canes Venatici,0.37,193.31058,40.84817,Spring
IC3855,IC,,,IC 3855,,IC 3855,G,16.39,Canes Venatici,0.85,193.34454,36.78600,Spring
IC3856,IC,,,IC 3856,,IC 3856,G,16.6,Coma Berenices,0.67,193.44133,20.09208,Spring
IC3857,IC,,,IC 3857,,IC 3857,G,17.51,Coma Berenices,0.42,193.48358,19.60714,Spring
IC3858,IC,,,IC 3858,,IC 3858,*,,Coma Berenices,,193.48142,20.78903,Spring
IC3859,IC,,,IC 3859,,IC 3859,G,14.84,Virgo,1.12,193.58275,-9.11772,Spring
IC3860,IC,,,IC 3860,,IC 3860,G,17.66,Coma Berenices,0.36,193.52796,19.30072,Spring
IC3861,IC,,,IC 3861,,IC 3861,G,16.54,Canes Venatici,0.44,193.46179,38.28181,Spring
IC3862,IC,,,IC 3862,,IC 3862,G,16.45,Canes Venatici,0.87,193.47067,36.08694,Spring
IC3863,IC,,,IC 3863,,IC 3863,G,16.02,Canes Venatici,0.71,193.47433,38.48044,Spring
IC3864,IC,,,IC 3864,,IC 3864,G,18.57,Coma Berenices,0.23,193.55142,18.95128,Spring
IC3865,IC,,,IC 3865,,IC 3865,G,16.49,Coma Berenices,0.48,193.55896,18.86894,Spring
IC3866,IC,,,IC 3866,,IC 3866,GPair,,Coma Berenices,0.60,193.56342,22.36183,Spring
IC3866 NED01,IC,,,IC3866 NED01,,IC3866 NED01,G,17.66,Coma Berenices,0.33,193.56238,22.35964,Spring
IC3866 NED02,IC,,,IC3866 NED02,,IC3866 NED02,G,16.95,Coma Berenices,0.34,193.56458,22.36428,Spring
IC3867,IC,,,IC 3867,,IC 3867,G,16.57,Coma Berenices,0.67,193.58158,18.94181,Spring
IC3868,IC,,,IC 3868,,IC 3868,G,17.32,Coma Berenices,0.41,193.58750,18.99033,Spring
IC3869,IC,,,IC 3869,,IC 3869,G,17.01,Coma Berenices,0.59,193.58863,18.97142,Spring
IC3870,IC,,,IC 3870,,IC 3870,G,17.15,Coma Berenices,0.30,193.58992,22.38169,Spring
IC3871,IC,,,IC 3871,,IC 3871,G,16.51,Coma Berenices,0.52,193.60696,18.92914,Spring
IC3872,IC,,,IC 3872,,IC 3872,G,16.54,Coma Berenices,0.23,193.62733,18.96317,Spring
IC3873,IC,,,IC 3873,,IC 3873,G,16.76,Coma Berenices,0.43,193.63167,18.88267,Spring
IC3874,IC,,,IC 3874,,IC 3874,G,16.81,Coma Berenices,0.45,193.64342,18.95700,Spring
IC3875,IC,,,IC 3875,,IC 3875,G,16.74,Coma Berenices,0.35,193.65488,22.03644,Spring
IC3876,IC,,,IC 3876,,IC 3876,G,17.79,Coma Berenices,0.40,193.70138,19.01533,Spring
IC3877,IC,,,IC 3877,,IC 3877,G,13.93,Coma Berenices,3.07,193.70283,19.17828,Spring
IC3878,IC,,,IC 3878,,IC 3878,*,,Canes Venatici,,193.62317,40.06972,Spring
IC3879,IC,,,IC 3879,,IC 3879,G,16.03,Canes Venatici,0.64,193.63279,38.62856,Spring
IC3880,IC,,,IC 3880,,IC 3880,G,17.03,Coma Berenices,0.42,193.69996,22.50222,Spring
IC3881,IC,,,IC 3881,,IC 3881,G,17.35,Coma Berenices,0.40,193.72479,19.11806,Spring
IC3882,IC,,,IC 3882,,IC 3882,G,16.72,Coma Berenices,0.53,193.72379,22.57558,Spring
IC3883,IC,,,IC 3883,,IC 3883,G,14.18,Virgo,1.09,193.80633,-8.11975,Spring
IC3884,IC,,,IC 3884,,IC 3884,G,16.36,Coma Berenices,0.85,193.74054,19.68128,Spring
IC3885,IC,,,IC 3885,,IC 3885,G,16.75,Canes Venatici,0.48,193.67804,37.15472,Spring
IC3886,IC,,,IC 3886,,IC 3886,G,17.75,Coma Berenices,0.40,193.75125,19.01169,Spring
IC3887,IC,,,IC 3887,,IC 3887,**,,Canes Venatici,,193.68238,40.30464,Spring
IC3888,IC,,,IC 3888,,IC 3888,G,15.24,Canes Venatici,0.90,193.69321,39.57128,Spring
IC3889,IC,,,IC 3889,,IC 3889,*,,Canes Venatici,,193.71208,36.01683,Spring
IC3890,IC,,,IC 3890,,IC 3890,G,17.32,Canes Venatici,0.44,193.70942,37.18531,Spring
IC3891,IC,,,IC 3891,,IC 3891,G,16.86,Canes Venatici,0.46,193.74271,36.05272,Spring
IC3892,IC,,,IC 3892,,IC 3892,G,15.39,Canes Venatici,1.22,193.77517,39.22194,Spring
IC3893,IC,,,IC 3893,,IC 3893,G,16.91,Canes Venatici,0.58,193.78104,38.62386,Spring
IC3894,IC,,,IC 3894,,IC 3894,**,,Coma Berenices,,193.86504,19.06911,Spring
IC3895,IC,,,IC 3895,,IC 3895,G,15.79,Canes Venatici,0.71,193.78846,39.20325,Spring
IC3896,IC,,,IC 3896,,IC 3896,G,11.31,Centaurus,3.05,194.18013,-50.34686,Unknown
IC3897,IC,,,IC 3897,,IC 3897,G,16.57,Canes Venatici,0.15,193.82958,39.67261,Spring
IC3898,IC,,,IC 3898,,IC 3898,G,17.23,Canes Venatici,0.31,193.84933,37.58289,Spring
IC3899,IC,,,IC 3899,,IC 3899,G,17.06,Coma Berenices,0.43,193.91942,20.63644,Spring
IC3900,IC,,,IC 3900,,IC 3900,G,14.82,Coma Berenices,0.96,193.92208,27.25075,Spring
IC3901,IC,,,IC 3901,,IC 3901,*,,Coma Berenices,,193.96042,21.93903,Spring
IC3902,IC,,,IC 3902,,IC 3902,*,,Canes Venatici,,193.91075,35.99583,Spring
IC3903,IC,,,IC 3903,,IC 3903,*,,Canes Venatici,,193.91142,40.39967,Spring
IC3904,IC,,,IC 3904,,IC 3904,G,15.71,Canes Venatici,0.62,193.94000,36.29342,Spring
IC3905,IC,,,IC 3905,,IC 3905,GTrpl,,Coma Berenices,0.90,194.03579,19.85208,Spring
IC3905 NED01,IC,,,IC3905 NED01,,IC3905 NED01,G,19.11,Coma Berenices,0.22,194.03329,19.85589,Spring
IC3905 NED02,IC,,,IC3905 NED02,,IC3905 NED02,G,16.98,Coma Berenices,0.48,194.03575,19.85322,Spring
IC3905 NED03,IC,,,IC3905 NED03,,IC3905 NED03,G,,Coma Berenices,0.15,194.03862,19.84672,Spring
IC3906,IC,,,IC 3906,,IC 3906,*,,Canes Venatici,,193.96275,40.46386,Spring
IC3907,IC,,,IC 3907,,IC 3907,G,17.51,Coma Berenices,0.46,194.07575,18.78403,Spring
IC3908,IC,,,IC 3908,,IC 3908,G,13.33,Virgo,2.43,194.16925,-7.56278,Spring
IC3909,IC,,,IC 3909,,IC 3909,G,16.64,Canes Venatici,0.37,194.01175,40.38544,Spring
